;participant;viaje;agrupacion;timestamp;latitude;longitude;velocidad;distancia_acumulada;emocion;id_poligono;contexto_1;contexto_2;contexto_3;SCL;SCR;SKT;MOS;Peak_SCR
1;P13;1;1;11/12/2019 10:46:00;-33.46063451;-70.65701694;0.056540076;0.678480907;;10;Espera bus eléctrico;Espera;2.938665455;-0.061334545;0.28467705;0.008168726;;0.05
2;P13;1;1;11/12/2019 10:46:30;-33.46063373;-70.65700173;0.056540076;2.374683173;;10;Espera bus eléctrico;Espera;3.157618156;0.157618156;0.291557121;0.023488944;;0.025
3;P13;1;1;11/12/2019 10:47:00;-33.46063295;-70.65698653;0.056540076;4.070885439;;10;Espera bus eléctrico;Espera;2.678985891;-0.321014109;0.00700502;0.000165832;;0
4;P13;1;1;11/12/2019 10:47:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.564986099;-0.435013901;-0.005558208;6.01E-05;;0
5;P13;1;1;11/12/2019 10:48:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.55218793;-0.44781207;-0.074877392;0.000234413;;0
6;P13;1;1;11/12/2019 10:48:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.026946399;0.026946399;-0.212341897;0.002568353;;0.05
7;P13;1;1;11/12/2019 10:49:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.136209043;0.136209043;-0.284325164;0.000511855;;0.05
8;P13;1;1;11/12/2019 10:49:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.202995996;0.202995996;-0.123798238;0.003227701;;0.025
9;P13;1;1;11/12/2019 10:50:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.160268054;0.160268054;-0.055884295;0.000333977;;0
10;P13;1;1;11/12/2019 10:50:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.999953221;-4.68E-05;0.240627723;0.001306847;;0.075
11;P13;1;1;11/12/2019 10:51:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.951877077;-0.048122923;-0.015104185;0.0003436;;0
12;P13;1;1;11/12/2019 10:51:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.909838027;-0.090161973;-0.022238795;3.68E-06;;0
13;P13;1;1;11/12/2019 10:52:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.772994201;-0.227005799;0.067222577;6.74E-05;;0
14;P13;1;1;11/12/2019 10:52:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.901163012;-0.098836988;-0.409935155;0.000413783;;0.025
15;P13;1;1;11/12/2019 10:53:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.062990604;0.062990604;-0.043457754;0.017637736;;0.025
16;P13;1;1;11/12/2019 10:53:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.902145943;-0.097854057;-0.027621239;0.020136985;;0.05
17;P13;1;1;11/12/2019 10:54:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;2.705894937;-0.294105063;0.066463037;8.65E-05;;0
18;P13;1;1;11/12/2019 10:54:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.193538361;0.193538361;0.683941765;0.017217948;;0.025
19;P13;1;1;11/12/2019 10:55:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.453017709;0.453017709;-0.033023991;1.73E-05;;0
20;P13;1;1;11/12/2019 10:55:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.470290035;0.470290035;0.394133063;0.004342939;;0
21;P13;1;1;11/12/2019 10:56:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.550856892;0.550856892;-0.160073342;0.001078015;;0
22;P13;1;1;11/12/2019 10:56:30;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.534281947;0.534281947;-0.065009719;0.001462417;;0.025
23;P13;1;1;11/12/2019 10:57:00;-33.46063248;-70.6569774;0;5.088606799;;10;Espera bus eléctrico;Espera;3.114111954;0.114111954;0.025093925;0.046408549;;0.025
24;P13;1;1;11/12/2019 10:57:30;-33.4605958;-70.65685477;0.723014857;13.01426743;;10;Bus eléctrico 1;Bus eléctrico;2.785470399;-0.214529601;-0.046098077;0.001094938;;0.025
25;P13;1;1;11/12/2019 10:58:00;-33.46057313;-70.65666182;0.723014857;34.70471314;;10;Bus eléctrico 1;Bus eléctrico;2.880805869;-0.119194131;0.22714132;0.000454618;;0.025
26;P13;1;1;11/12/2019 10:58:30;-33.46054978;-70.65646899;0.723014857;56.39515886;;10;Bus eléctrico 1;Bus eléctrico;3.349079503;0.349079503;-0.201447093;0.00258487;;0.05
27;P13;1;1;11/12/2019 10:59:00;-33.46047222;-70.65580406;5.14392335;131.1365065;;11;Bus eléctrico 1;Bus eléctrico;2.791378069;-0.208621931;-0.062026642;0.000115821;;0.025
28;P13;1;1;11/12/2019 10:59:30;-33.4603123;-70.65443112;5.14392335;285.454207;;12;Bus eléctrico 1;Bus eléctrico;2.828528578;-0.171471422;0.178806866;0.001228012;;0
29;P13;1;1;11/12/2019 11:00:00;-33.46015251;-70.65305816;5.14392335;439.7719075;;13;Bus eléctrico 1;Bus eléctrico;3.211522503;0.211522503;0.770581404;0.004044401;;0.025
30;P13;1;1;11/12/2019 11:00:30;-33.45999132;-70.65168543;5.14392335;594.089608;;15;Bus eléctrico 1;Bus eléctrico;3.026822777;0.026822777;0.309471653;0.000557515;;0.075
31;P13;1;1;11/12/2019 11:01:00;-33.45987325;-70.65068499;3.314423613;706.56677;;16;Bus eléctrico 1;Bus eléctrico;2.899096175;-0.100903825;-0.007012546;0.00672534;;0.025
32;P13;1;1;11/12/2019 11:01:30;-33.45976741;-70.64980083;3.314423613;805.9994784;;17;Bus eléctrico 1;Bus eléctrico;3.31307359;0.31307359;-0.078666091;0.000161269;;0.025
33;P13;1;1;11/12/2019 11:02:00;-33.45964436;-70.64892075;3.314423613;905.4321867;;17;Bus eléctrico 1;Bus eléctrico;2.993701354;-0.006298646;-0.023376387;0.004744639;;0.025
34;P13;1;1;11/12/2019 11:02:30;-33.45905897;-70.64611031;10.74879912;1227.89616;;20;Bus eléctrico 1;Bus eléctrico;3.071440421;0.071440421;-0.098511862;0.001607108;;0.05
35;P13;1;1;11/12/2019 11:03:00;-33.45888915;-70.64526227;3.23615611;1324.980844;;21;Bus eléctrico 1;Bus eléctrico;3.594900496;0.594900496;-0.001296213;0.006226427;;0.025
36;P13;1;1;11/12/2019 11:03:30;-33.45870793;-70.64441763;3.23615611;1422.065527;;22;Bus eléctrico 1;Bus eléctrico;2.880028322;-0.119971678;0.092065966;0.011849738;;0.025
37;P13;1;1;11/12/2019 11:04:00;-33.45852634;-70.6435731;3.23615611;1519.15021;;22;Bus eléctrico 1;Bus eléctrico;2.798618431;-0.201381569;-0.125129953;0.000339768;;0
38;P13;1;1;11/12/2019 11:04:30;-33.45834933;-70.64276208;3.079316066;1612.470733;;23;Bus eléctrico 1;Bus eléctrico;2.956373102;-0.043626898;-0.153221136;0.003500964;;0
39;P13;1;1;11/12/2019 11:05:00;-33.4581733;-70.6419595;3.079316066;1704.850215;;24;Bus eléctrico 1;Bus eléctrico;2.703798691;-0.296201309;0.041957987;3.80E-05;;0
40;P13;1;1;11/12/2019 11:05:30;-33.45800511;-70.6411545;3.079316066;1797.229697;;25;Bus eléctrico 1;Bus eléctrico;2.692364504;-0.307635496;0.000854613;1.47E-05;;0
41;P13;1;1;11/12/2019 11:06:00;-33.45781647;-70.64024192;5.642398701;1901.890274;;26;Bus eléctrico 1;Bus eléctrico;2.98519307;-0.01480693;0.04345129;0.001976616;;0.025
42;P13;1;1;11/12/2019 11:06:30;-33.45756777;-70.63904759;2.955686956;2038.921694;;27;Bus eléctrico 1;Bus eléctrico;2.996905875;-0.003094125;-0.087827162;0.001011575;;0
43;P13;1;1;11/12/2019 11:07:00;-33.45740327;-70.63827584;2.955686956;2127.592303;;28;Bus eléctrico 1;Bus eléctrico;3.105081934;0.105081934;-0.392853385;0.085325046;;0.025
44;P13;1;1;11/12/2019 11:07:30;-33.45711642;-70.63693018;8.450686707;2282.202908;;29;Bus eléctrico 1;Bus eléctrico;3.773974487;0.773974487;0.029759054;0.000263785;;0
45;P13;1;1;11/12/2019 11:08:00;-33.45664521;-70.63472391;8.450686707;2535.72351;;31;Bus eléctrico 1;Bus eléctrico;3.629856737;0.629856737;0.162885829;0.000342046;;0.025
46;P13;1;1;11/12/2019 11:08:30;-33.45633641;-70.6332781;1.168703279;2701.86031;;32;Bus eléctrico 1;Bus eléctrico;3.339997502;0.339997502;-0.595396297;0.005756085;;0.075
47;P13;1;1;11/12/2019 11:09:00;-33.4562452;-70.63284993;3.524059468;2751.053545;;33;Bus eléctrico 1;Bus eléctrico;3.243497597;0.243497597;0.019818079;0.000134338;;0
48;P13;1;1;11/12/2019 11:09:30;-33.45604924;-70.63192971;3.524059468;2856.775329;Relajado;34;Bus eléctrico 1;Bus eléctrico;3.48767657;0.48767657;-0.040890398;0.011262926;;0.025
49;P13;1;1;11/12/2019 11:10:00;-33.45584529;-70.63097193;4.243524362;2966.813903;;35;Bus eléctrico 1;Bus eléctrico;3.747764115;0.747764115;-0.101432825;0.000159964;;0
50;P13;1;1;11/12/2019 11:10:30;-33.45560017;-70.62982086;5.066625375;3099.058239;;36;Bus eléctrico 1;Bus eléctrico;3.881600323;0.881600323;-0.051205046;0.00220838;;0
51;P13;1;1;11/12/2019 11:11:00;-33.4553312;-70.6285943;3.263093801;3240.235811;;37;Bus eléctrico 1;Bus eléctrico;3.996203625;0.996203625;0.039192028;0.000201094;;0
52;P13;1;1;11/12/2019 11:11:30;-33.45529612;-70.62772362;3.263093801;3338.128625;;38;Bus eléctrico 1;Bus eléctrico;3.758737128;0.758737128;-0.566788095;0.005613539;;0
53;P13;1;1;11/12/2019 11:12:00;-33.45542338;-70.62686696;3.263093801;3436.021439;;39;Bus eléctrico 1;Bus eléctrico;3.623555895;0.623555895;0.204449265;0.023011841;;0.025
54;P13;1;1;11/12/2019 11:12:30;-33.45782702;-70.62438383;21.49671683;3862.119468;;42;Bus eléctrico 1;Bus eléctrico;3.336375305;0.336375305;-0.211754565;0.00280593;;0
55;P13;1;1;11/12/2019 11:13:00;-33.45996334;-70.62236251;5.84703386;4225.326679;;45;Bus eléctrico 1;Bus eléctrico;3.330270612;0.330270612;0.019061632;5.26E-05;;0
56;P13;1;1;11/12/2019 11:13:30;-33.46097709;-70.62135934;5.84703386;4400.737695;;47;Bus eléctrico 1;Bus eléctrico;3.456189472;0.456189472;0.091389113;3.05E-05;;0
57;P13;1;1;11/12/2019 11:14:00;-33.46137576;-70.61992747;5.84703386;4576.148711;;48;Bus eléctrico 1;Bus eléctrico;3.496529223;0.496529223;-0.145915294;0.001898802;;0
58;P13;1;1;11/12/2019 11:14:30;-33.46155392;-70.61750286;11.16346628;4847.25551;;50;Bus eléctrico 1;Bus eléctrico;3.585069938;0.585069938;0.057985882;0.002246838;;0
59;P13;1;1;11/12/2019 11:15:00;-33.46176098;-70.61450465;11.16346628;5182.159499;;53;Bus eléctrico 1;Bus eléctrico;3.830672175;0.830672175;-0.163973744;0.000148321;;0.025
60;P13;1;1;11/12/2019 11:15:30;-33.46185533;-70.61305246;1.56584387;5344.306284;;55;Bus eléctrico 1;Bus eléctrico;4.857631724;1.857631724;-0.229423114;0.001494541;;0
61;P13;1;1;11/12/2019 11:16:00;-33.4618854;-70.61263202;1.56584387;5391.2816;;55;Bus eléctrico 1;Bus eléctrico;4.317835438;1.317835438;0.49766626;0.006604043;;0
62;P13;1;1;11/12/2019 11:16:30;-33.46191543;-70.61221157;1.56584387;5438.256916;;55;Bus eléctrico 1;Bus eléctrico;3.530361598;0.530361598;0.021006539;6.15E-05;;0
63;P13;1;1;11/12/2019 11:17:00;-33.46201987;-70.6098778;11.21364075;5698.754753;;58;Bus eléctrico 1;Bus eléctrico;3.59984798;0.59984798;0.011764224;1.36E-05;;0
64;P13;1;1;11/12/2019 11:17:30;-33.46227437;-70.6068736;11.21364075;6035.163976;;60;Bus eléctrico 1;Bus eléctrico;3.59604024;0.59604024;0.028970141;3.98E-05;;0
65;P13;1;1;11/12/2019 11:18:00;-33.46296412;-70.60411893;10.67859238;6361.942328;;63;Bus eléctrico 1;Bus eléctrico;3.517656943;0.517656943;0.023601995;8.28E-06;;0
66;P13;1;1;11/12/2019 11:18:30;-33.463833;-70.60263543;4.097266872;6563.83624;;65;Bus eléctrico 1;Bus eléctrico;3.549743844;0.549743844;-0.01471663;2.58E-05;;0
67;P13;1;1;11/12/2019 11:19:00;-33.46440993;-70.60137601;6.159327432;6723.871336;;66;Bus eléctrico 1;Bus eléctrico;3.5806087;0.5806087;-0.026411732;0.000206208;;0
68;P13;1;1;11/12/2019 11:19:30;-33.46461473;-70.59974654;6.159327432;6908.651159;;68;Bus eléctrico 1;Bus eléctrico;3.530648893;0.530648893;-0.005418684;0.000155815;;0
69;P13;1;1;11/12/2019 11:20:00;-33.46466533;-70.59808784;6.159327432;7093.430982;;69;Bus eléctrico 1;Bus eléctrico;3.530682319;0.530682319;0.073665862;4.19E-05;;0
70;P13;1;1;11/12/2019 11:20:30;-33.46468466;-70.59642816;6.159327432;7278.210805;;71;Bus eléctrico 1;Bus eléctrico;4.515894369;1.515894369;-0.543085132;0.049097769;0;0.1
71;P13;1;1;11/12/2019 11:21:00;-33.46474538;-70.59495014;2.837366295;7443.058861;;72;Bus eléctrico 1;Bus eléctrico;5.475608994;2.475608994;-0.006012808;0.011101618;;0.05
72;P13;1;1;11/12/2019 11:21:30;-33.46478139;-70.59425827;1.51272128;7520.23198;Relajado;73;Bus eléctrico 1;Bus eléctrico;5.660045204;2.660045204;-0.206431985;0.001787185;;0.05
73;P13;1;1;11/12/2019 11:22:00;-33.46481209;-70.59393434;0;7556.537291;;73;Bus eléctrico 1;Bus eléctrico;5.757449279;2.757449279;0.286346834;0.004062312;;0.075
74;P13;1;1;11/12/2019 11:22:30;-33.46528288;-70.59026201;13.78775893;7970.170059;;77;Bus eléctrico 1;Bus eléctrico;5.892792382;2.892792382;-0.075185861;0.002515469;;0.1
75;P13;1;1;11/12/2019 11:23:00;-33.46558341;-70.58777661;9.320254093;8249.777681;;79;Bus eléctrico 1;Bus eléctrico;5.836054621;2.836054621;1.508308388;0.181943894;;0.05
76;P13;1;1;11/12/2019 11:23:30;-33.46604024;-70.58510742;13.49301242;8554.421854;;82;Bus eléctrico 1;Bus eléctrico;4.363366625;1.363366625;-0.700569624;0.192013911;;0.075
77;P13;1;1;11/12/2019 11:24:00;-33.46736717;-70.58144056;20.19519464;8999.42532;;85;Bus eléctrico 1;Bus eléctrico;3.54076388;0.54076388;0.411260255;0.00301763;;0.025
78;P13;1;1;11/12/2019 11:24:30;-33.46883045;-70.57745558;0;9484.109991;;89;Bus eléctrico 1;Bus eléctrico;4.297804926;1.297804926;-0.186536906;0.112882393;;0.05
79;P13;1;1;11/12/2019 11:25:00;-33.46913712;-70.5766104;3.424622106;9586.848654;;90;Bus eléctrico 1;Bus eléctrico;3.900294484;0.900294484;-0.511348493;8.95E-05;;0.05
80;P13;1;1;11/12/2019 11:25:30;-33.4690434;-70.57689482;0.193510111;2.322121332;;90;Caminata Paradero BE a Andén Metro;Caminata;3.386501059;0.386501059;0.151169688;0.000578465;;0.05
81;P13;1;1;11/12/2019 11:26:00;-33.46906089;-70.57684708;0.193510111;8.127424662;;90;Caminata Paradero BE a Andén Metro;Caminata;3.185835701;0.185835701;-0.248647057;0.007276317;;0
82;P13;1;1;11/12/2019 11:26:30;-33.46907838;-70.57679933;0.193510111;13.93272799;Triste;90;Caminata Paradero BE a Andén Metro;Caminata;3.095308425;0.095308425;-0.039755589;0.000226748;;0
83;P13;1;1;11/12/2019 11:27:00;-33.46909483;-70.57675105;0.193510111;19.73803132;;90;Caminata Paradero BE a Andén Metro;Caminata;2.85549781;-0.14450219;0.12631967;0.000111293;;0
84;P13;1;1;11/12/2019 11:27:30;-33.46911123;-70.57670275;0.193510111;25.54333465;;90;Caminata Paradero BE a Andén Metro;Caminata;2.887894808;-0.112105192;-0.078729371;0.001286143;;0
85;P13;1;1;11/12/2019 11:28:00;-33.46912762;-70.57665444;0.193510111;31.34863798;;90;Caminata Paradero BE a Andén Metro;Caminata;2.990332086;-0.009667914;-0.045084591;8.09E-05;;0
86;P13;1;1;11/12/2019 11:28:30;-33.46914401;-70.57660613;0.193510111;37.15394131;;90;Caminata Paradero BE a Andén Metro;Caminata;3.037019107;0.037019107;-0.021604375;5.55E-06;;0
87;P13;1;1;11/12/2019 11:29:00;-33.46914988;-70.57657144;0;40.63712331;;90;Caminata Paradero BE a Andén Metro;Caminata;3.101573338;0.101573338;0.03178585;0.000922088;;0
88;P13;1;1;11/12/2019 11:29:30;-33.46913693;-70.57653821;0.680633708;4.083802249;;90;Espera metro;Espera;3.34947058;0.34947058;0.055068659;0.000415389;;0.025
89;P13;1;1;11/12/2019 11:30:00;-33.46907214;-70.57637203;0.680633708;24.5028135;;90;Espera metro;Espera;3.267797837;0.267797837;0.247383319;0.000930118;;0
90;P13;1;1;11/12/2019 11:30:30;-33.46708216;-70.5755982;11.63236059;279.1766541;;93;Metro;Metro;3.343792849;0.343792849;-0.043120773;0.000787635;;0
91;P13;1;1;11/12/2019 11:31:00;-33.46459462;-70.57463091;11.63236059;628.1474718;;96;Metro;Metro;3.321438635;0.321438635;0.145531375;0.000647278;;0.025
92;P13;1;1;11/12/2019 11:31:30;-33.46211253;-70.5736452;11.63236059;977.1182894;;99;Metro;Metro;3.100757981;0.100757981;-0.294344339;0.026480122;;0.025
93;P13;1;1;11/12/2019 11:32:00;-33.45965609;-70.57258472;11.63236059;1326.089107;;102;Metro;Metro;5.26423075;2.26423075;-0.011849184;0.000834665;;0
94;P13;1;1;11/12/2019 11:32:30;-33.45711211;-70.57185725;11.63236059;1675.059925;;104;Metro;Metro;5.540499087;2.540499087;-0.370951147;0.001110705;;0
95;P13;1;1;11/12/2019 11:33:00;-33.45456806;-70.57112978;11.63236059;2024.030742;;107;Metro;Metro;3.102933787;0.102933787;0.397577631;0.005881501;;0.025
96;P13;1;1;11/12/2019 11:33:30;-33.45199707;-70.5710004;11.63236059;2373.00156;;110;Metro;Metro;3.062860032;0.062860032;-0.047457998;4.19E-05;;0
97;P13;1;1;11/12/2019 11:34:00;-33.44940241;-70.57139629;11.63236059;2721.972378;;113;Metro;Metro;3.199154151;0.199154151;0.246521972;0.000424886;;0.025
98;P13;1;1;11/12/2019 11:34:30;-33.44680767;-70.57179217;11.63236059;3070.943195;;116;Metro;Metro;2.932379232;-0.067620768;0.049095384;0.000113775;;0
99;P13;1;1;11/12/2019 11:35:00;-33.44421675;-70.57222165;11.63236059;3419.914013;;119;Metro;Metro;2.823979611;-0.176020389;0.104808191;0.000206642;;0
100;P13;1;1;11/12/2019 11:35:30;-33.44163;-70.57268785;11.63236059;3768.884831;;122;Metro;Metro;4.332954045;1.332954045;0.236982687;0.023111184;;0.025
101;P13;1;1;11/12/2019 11:36:00;-33.43904317;-70.57315405;11.63236059;4117.855648;;125;Metro;Metro;3.299072259;0.299072259;0.000935282;0.002291728;;0
102;P13;1;1;11/12/2019 11:36:30;-33.43729815;-70.57520555;11.63236059;4466.826466;;128;Metro;Metro;3.233378099;0.233378099;0.253252674;0.006313192;;0.05
103;P13;1;1;11/12/2019 11:37:00;-33.43627365;-70.57808199;11.63236059;4815.797284;;131;Metro;Metro;3.99324123;0.99324123;1.086479515;0.090117406;;0.025
104;P13;1;1;11/12/2019 11:37:30;-33.43491813;-70.58076319;11.63236059;5164.768101;;134;Metro;Metro;4.085085549;1.085085549;0.718568487;0.012609021;;0.025
105;P13;1;1;11/12/2019 11:38:00;-33.43334976;-70.58326517;11.63236059;5513.738919;;137;Metro;Metro;4.153367784;1.153367784;0.097324342;0.000551607;;0
106;P13;1;1;11/12/2019 11:38:30;-33.43136575;-70.58528558;11.63236059;5862.709737;;140;Metro;Metro;3.834423378;0.834423378;-0.055107594;0.005097591;;0.05
107;P13;1;1;11/12/2019 11:39:00;-33.42945184;-70.58742285;11.63236059;6211.680554;;142;Metro;Metro;3.803768646;0.803768646;0.236961059;0.012584323;;0.05
108;P13;1;1;11/12/2019 11:39:30;-33.42755685;-70.58958332;11.63236059;6560.651372;;145;Metro;Metro;3.587720879;0.587720879;-0.467404243;0.002077009;;0
109;P13;1;1;11/12/2019 11:40:00;-33.42576019;-70.5918621;11.63236059;6909.62219;;148;Metro;Metro;3.520239421;0.520239421;0.016526783;0.000178553;;0
110;P13;1;1;11/12/2019 11:40:30;-33.42397671;-70.59415578;11.63236059;7258.593007;;151;Metro;Metro;3.570872034;0.570872034;-0.208843158;0.000164101;;0
111;P13;1;1;11/12/2019 11:41:00;-33.42219319;-70.59644946;11.63236059;7607.563825;;154;Metro;Metro;2.899187575;-0.100812425;0.080865652;0.000292076;;0.025
112;P13;1;1;11/12/2019 11:41:30;-33.42040964;-70.59874314;11.63236059;7956.534642;;157;Metro;Metro;2.753170816;-0.246829184;0.01045874;0.000140502;;0
113;P13;1;1;11/12/2019 11:42:00;-33.41862605;-70.60103682;11.63236059;8305.50546;;160;Metro;Metro;2.645986709;-0.354013291;-0.008732278;1.28E-06;;0
114;P13;1;1;11/12/2019 11:42:30;-33.41826932;-70.60149555;0;8375.299624;;161;Metro;Metro;2.618334865;-0.381665135;-0.00517045;1.17E-06;;0
115;P13;1;1;11/12/2019 11:43:00;-33.41826442;-70.60150514;0.155222159;0;;161;Caminata Andén Metro a superficie;Caminata;2.622103744;-0.377896256;-0.003441115;6.28E-07;;0
116;P13;1;1;11/12/2019 11:43:30;-33.41827602;-70.6015446;0.155222159;4.656664767;;161;Caminata Andén Metro a superficie;Caminata;2.615963881;-0.384036119;0.003277299;1.72E-06;;0
117;P13;1;1;11/12/2019 11:44:00;-33.41828762;-70.60158405;0.155222159;9.313329535;;161;Caminata Andén Metro a superficie;Caminata;2.624552814;-0.375447186;0.021078897;2.83E-05;;0
118;P13;1;1;11/12/2019 11:44:30;-33.41829921;-70.60162351;0.155222159;13.9699943;;161;Caminata Andén Metro a superficie;Caminata;2.593458295;-0.406541705;-0.003173211;2.06E-06;;0
119;P13;1;1;11/12/2019 11:45:00;-33.41831081;-70.60166296;0.155222159;18.62665907;;161;Caminata Andén Metro a superficie;Caminata;2.58184826;-0.41815174;0.021957822;2.33E-06;;0
120;P13;1;1;11/12/2019 11:45:30;-33.41832241;-70.60170242;0.155222159;23.28332384;;161;Caminata Andén Metro a superficie;Caminata;2.601222702;-0.398777298;-0.009569751;6.10E-06;;0
121;P13;1;1;11/12/2019 11:46:00;-33.41833401;-70.60174188;0.155222159;27.9399886;;161;Caminata Andén Metro a superficie;Caminata;2.603157612;-0.396842388;0.024095188;3.73E-06;;0
122;P13;1;1;11/12/2019 11:46:30;-33.41834561;-70.60178133;0.155222159;32.59665337;;161;Caminata Andén Metro a superficie;Caminata;2.589955307;-0.410044693;-0.007683685;1.58E-05;;0
123;P13;2;2;11/12/2019 11:47:00;-33.41843538;-70.60191665;1.765709787;42.37703488;;161;Caminan por Nueva Providencia;Caminata;2.58861381;-0.41138619;0.004297293;4.05E-05;;0
124;P13;2;2;11/12/2019 11:47:30;-33.4185677;-70.60223634;1.029678982;82.099774;;161;Caminan por Nueva Providencia;Caminata;2.580664825;-0.419335175;0.010758816;9.18E-07;;0
125;P13;2;2;11/12/2019 11:48:00;-33.41867059;-70.60248494;1.029678982;112.9901435;;162;Caminan por Nueva Providencia;Caminata;2.542568684;-0.457431316;-8.23E-05;3.75E-06;;0
126;P13;2;2;11/12/2019 11:48:30;-33.41877349;-70.60273355;1.029678982;143.8805129;;162;Caminan por Nueva Providencia;Caminata;2.502442307;-0.497557693;0.012287226;2.81E-05;;0
127;P13;2;2;11/12/2019 11:49:00;-33.41887638;-70.60298216;1.029678982;174.7708824;;162;Caminan por Nueva Providencia;Caminata;2.491204425;-0.508795575;-0.013609722;1.13E-05;;0
128;P13;2;2;11/12/2019 11:49:30;-33.41897927;-70.60323077;1.029678982;205.6612519;;162;Caminan por Nueva Providencia;Caminata;2.477768747;-0.522231253;-0.002943282;4.00E-07;;0
129;P13;2;2;11/12/2019 11:50:00;-33.41908217;-70.60347937;1.029678982;236.5516213;;163;Caminan por Nueva Providencia;Caminata;2.456425837;-0.543574163;0.009585792;2.79E-05;;0
130;P13;2;2;11/12/2019 12:04:30;-33.42304042;-70.60983416;1.029678982;1132.372336;;170;Caminan por Nueva Providencia;Caminata;2.581607924;-0.418392076;-0.0408027;6.83E-06;;0
131;P13;2;2;11/12/2019 12:05:00;-33.42320125;-70.61003384;1.029678982;1163.262705;;170;Caminan por Nueva Providencia;Caminata;2.315021338;-0.684978662;0.032608263;8.15E-05;;0
132;P13;2;2;11/12/2019 12:05:30;-33.42336208;-70.61023351;1.029678982;1194.153075;;171;Caminan por Nueva Providencia;Caminata;2.291690275;-0.708309725;-0.021976806;1.53E-05;;0
133;P13;2;2;11/12/2019 12:06:00;-33.42352291;-70.61043318;1.029678982;1225.043444;;171;Caminan por Nueva Providencia;Caminata;2.298652518;-0.701347482;-0.002652675;1.72E-05;;0
134;P13;2;2;11/12/2019 12:06:30;-33.42368374;-70.61063286;1.029678982;1255.933814;;171;Caminan por Nueva Providencia;Caminata;2.323414843;-0.676585157;0.004340073;4.82E-06;;0
135;P13;2;2;11/12/2019 12:07:00;-33.42384457;-70.61083253;1.029678982;1286.824183;;171;Caminan por Nueva Providencia;Caminata;2.325086155;-0.674913845;0.001235308;7.55E-07;;0
136;P13;2;2;11/12/2019 12:07:30;-33.4240054;-70.61103221;1.029678982;1317.714553;;172;Caminan por Nueva Providencia;Caminata;2.359844925;-0.640155075;-0.007857133;3.39E-06;;0
137;P13;2;2;11/12/2019 12:08:30;-33.42432413;-70.61142791;0.935729885;1378.931597;;172;Caminan por Nueva Providencia;Caminata;2.362056769;-0.637943231;-0.000325328;1.11E-05;;0
138;P13;2;2;11/12/2019 12:09:00;-33.42447028;-70.61160937;0.935729885;1407.003494;;172;Caminan por Nueva Providencia;Caminata;2.349945167;-0.650054833;-0.00472443;1.40E-06;;0
139;P13;2;2;11/12/2019 12:09:30;-33.42461643;-70.61179082;0.935729885;1435.07539;;173;Caminan por Nueva Providencia;Caminata;2.369265301;-0.630734699;0.00675149;6.96E-06;;0
140;P13;2;2;11/12/2019 12:10:30;-33.42494967;-70.61202769;0.935729885;1491.219183;;173;Caminan por Nueva Providencia;Caminata;2.431106825;-0.568893175;-0.011281074;3.96E-06;;0
141;P13;2;2;11/12/2019 12:11:00;-33.42511064;-70.61196853;0;1513.676701;;173;Caminan por Nueva Providencia;Caminata;2.481446436;-0.518553564;0.025549841;0.000172932;;0
142;P13;2;2;11/12/2019 12:11:30;-33.42515169;-70.61192494;0.3530508;4.236609596;;173;Espera bus convencional;Espera;2.500406817;-0.499593183;0.032004938;1.91E-05;;0
143;P13;2;2;11/12/2019 12:12:00;-33.42522743;-70.61189637;0.3530508;14.82813359;;174;Espera bus convencional;Espera;2.493190524;-0.506809476;0.004790572;3.29E-06;;0
144;P13;2;2;11/12/2019 12:12:30;-33.42530318;-70.6118678;0.3530508;25.41965758;;174;Espera bus convencional;Espera;2.47883712;-0.52116288;-0.085861811;4.77E-06;;0
